tenor_years,yield_dec
0.08333333333333333,0.032650460862455696
0.25,0.030950460862455696
0.5,0.028950460862455694
1.0,0.027250460862455694
2.0,0.026650460862455698
3.0,0.026550460862455695
5.0,0.028050460862455696
7.0,0.029850460862455692
10.0,0.03205046086245569
20.0,0.037650460862455694
30.0,0.03785046086245569
